Beck's Motor Lodge,becks-motor-lodge-san-francisco,http://www.yelp.com/biz/becks-motor-lodge-san-francisco,44
Ocean Park Motel,ocean-park-motel-san-francisco,http://www.yelp.com/biz/ocean-park-motel-san-francisco,68
Union Street Inn,union-street-inn-san-francisco,http://www.yelp.com/biz/union-street-inn-san-francisco,12
Civic Center Motor Inn,civic-center-motor-inn-san-francisco,http://www.yelp.com/biz/civic-center-motor-inn-san-francisco,25
Super 8 San Francisco/Union Square Area,super-8-san-francisco-union-square-area-san-francisco,http://www.yelp.com/biz/super-8-san-francisco-union-square-area-san-francisco,16
Monarch Hotel,monarch-hotel-san-francisco,http://www.yelp.com/biz/monarch-hotel-san-francisco,58
The Touchstone Hotel,the-touchstone-hotel-san-francisco,http://www.yelp.com/biz/the-touchstone-hotel-san-francisco,26
Travelodge Central,travelodge-central-san-francisco,http://www.yelp.com/biz/travelodge-central-san-francisco,73
Nob Hill Hotel,nob-hill-hotel-san-francisco,http://www.yelp.com/biz/nob-hill-hotel-san-francisco,95
Waterfront Hotel,waterfront-hotel-oakland-2,http://www.yelp.com/biz/waterfront-hotel-oakland-2,122
Hotel Sausalito,hotel-sausalito-sausalito,http://www.yelp.com/biz/hotel-sausalito-sausalito,11
Chelsea Inn,chelsea-inn-san-francisco-2,http://www.yelp.com/biz/chelsea-inn-san-francisco-2,39
The Gaylord Suites,the-gaylord-suites-san-francisco,http://www.yelp.com/biz/the-gaylord-suites-san-francisco,11
Motel Capri,motel-capri-san-francisco,http://www.yelp.com/biz/motel-capri-san-francisco,44
Baldwin Hotel,baldwin-hotel-san-francisco,http://www.yelp.com/biz/baldwin-hotel-san-francisco,64
Taj Campton Place,taj-campton-place-san-francisco,http://www.yelp.com/biz/taj-campton-place-san-francisco,84
Courtyard Oakland Emeryville,courtyard-oakland-emeryville-emeryville,http://www.yelp.com/biz/courtyard-oakland-emeryville-emeryville,73
Hilton Garden Inn San Francisco Airport North,hilton-garden-inn-san-francisco-airport-north-south-san-francisco,http://www.yelp.com/biz/hilton-garden-inn-san-francisco-airport-north-south-san-francisco,56
Radisson Hotel San Francisco Airport At Sierra Point,radisson-hotel-san-francisco-airport-at-sierra-point-brisbane,http://www.yelp.com/biz/radisson-hotel-san-francisco-airport-at-sierra-point-brisbane,63
The Battery,the-battery-san-francisco,http://www.yelp.com/biz/the-battery-san-francisco,15
Greenwich Inn,greenwich-inn-san-francisco,http://www.yelp.com/biz/greenwich-inn-san-francisco,16
Rodeway Inn Civic Center,rodeway-inn-civic-center-san-francisco-2,http://www.yelp.com/biz/rodeway-inn-civic-center-san-francisco-2,30
Bay Bridge Inn,bay-bridge-inn-san-francisco,http://www.yelp.com/biz/bay-bridge-inn-san-francisco,35
Lombard Motor Inn,lombard-motor-inn-san-francisco,http://www.yelp.com/biz/lombard-motor-inn-san-francisco,28
Suites at Fisherman's Wharf,suites-at-fishermans-wharf-san-francisco,http://www.yelp.com/biz/suites-at-fishermans-wharf-san-francisco,11
The Regency Inn,the-regency-inn-san-francisco,http://www.yelp.com/biz/the-regency-inn-san-francisco,23
Hyatt House,hyatt-house-emeryville,http://www.yelp.com/biz/hyatt-house-emeryville,61
St. Clare's Hotel,st-clares-hotel-san-francisco,http://www.yelp.com/biz/st-clares-hotel-san-francisco,4
Casa Melissa,casa-melissa-san-francisco,http://www.yelp.com/biz/casa-melissa-san-francisco,11
Layne Hotel,layne-hotel-san-francisco,http://www.yelp.com/biz/layne-hotel-san-francisco,25
Hotel Tropica,hotel-tropica-san-francisco,http://www.yelp.com/biz/hotel-tropica-san-francisco,31
Joie de Vivre,joie-de-vivre-san-francisco,http://www.yelp.com/biz/joie-de-vivre-san-francisco,5
Hilton Garden Inn San Francisco / Oakland Bay Bridge,hilton-garden-inn-san-francisco-oakland-bay-bridge-emeryville,http://www.yelp.com/biz/hilton-garden-inn-san-francisco-oakland-bay-bridge-emeryville,111
Oakland Marriott City Center,oakland-marriott-city-center-oakland,http://www.yelp.com/biz/oakland-marriott-city-center-oakland,142
Connections SF,connections-sf-san-francisco,http://www.yelp.com/biz/connections-sf-san-francisco,4
Union Hotel,union-hotel-san-francisco,http://www.yelp.com/biz/union-hotel-san-francisco,4
Balmoral Hotel San Francisco,balmoral-hotel-san-francisco-san-francisco,http://www.yelp.com/biz/balmoral-hotel-san-francisco-san-francisco,7
Powell Place,powell-place-san-francisco,http://www.yelp.com/biz/powell-place-san-francisco,4
The Gables Inn Sausalito,the-gables-inn-sausalito-sausalito,http://www.yelp.com/biz/the-gables-inn-sausalito-sausalito,43
Civic Center Inn,civic-center-inn-san-francisco,http://www.yelp.com/biz/civic-center-inn-san-francisco,65
Hawthorn Suites Oakland/Alameda Hotel,hawthorn-suites-oakland-alameda-hotel-alameda,http://www.yelp.com/biz/hawthorn-suites-oakland-alameda-hotel-alameda,22
Rodeway Inn Downtown,rodeway-inn-downtown-san-francisco,http://www.yelp.com/biz/rodeway-inn-downtown-san-francisco,17
Four Points by Sheraton San Francisco Bay Bridge,four-points-by-sheraton-san-francisco-bay-bridge-emeryville,http://www.yelp.com/biz/four-points-by-sheraton-san-francisco-bay-bridge-emeryville,63
Americas Best Value Inn,americas-best-value-inn-san-francisco-2,http://www.yelp.com/biz/americas-best-value-inn-san-francisco-2,8
Mission Inn San Francisco,mission-inn-san-francisco-san-francisco,http://www.yelp.com/biz/mission-inn-san-francisco-san-francisco,17
Prescott Hotel- a Kimpton Hotel,prescott-hotel-a-kimpton-hotel-san-francisco,http://www.yelp.com/biz/prescott-hotel-a-kimpton-hotel-san-francisco,151
Ritz Carlton Club,ritz-carlton-club-san-francisco,http://www.yelp.com/biz/ritz-carlton-club-san-francisco,9
Warwick San Francisco Hotel,warwick-san-francisco-hotel-san-francisco,http://www.yelp.com/biz/warwick-san-francisco-hotel-san-francisco,78
Harcourt Hotel,harcourt-hotel-san-francisco,http://www.yelp.com/biz/harcourt-hotel-san-francisco,12
Embassy Suites San Francisco Airport - South San Francisco,embassy-suites-san-francisco-airport-south-san-francisco-south-san-francisco,http://www.yelp.com/biz/embassy-suites-san-francisco-airport-south-san-francisco-south-san-francisco,109
